site,id,elev_mean
lassen,28062903,1539.134516155909
lassen,28052603,1464.2325036152977
lassen,28051811,1737.5141038358431
lassen,29062713,1484.0004288594919
lassen,28051114,1636.1245500237849
lassen,29052313,1692.3068776719506
lassen,29052616,1800.693334439725
lassen,29053207,1722.5611854813142
lassen,28050731,1757.6130085709704
lassen,29071814,1585.781963212218
lassen,29042513,1597.340132201719
lassen,28040913,1733.7885957230644
lassen,28050805,1490.0326923702926
lassen,28052615,1484.0465984523976
lassen,28062209,1594.3989958427321
lassen,29063015,1782.3192823785375
lassen,29053011,1596.4918521728516
lassen,29063103,1783.9113620694893
lassen,29052403,1568.3903903705607
lassen,28051806,1756.1522661153242
lassen,28043611,1502.8776099097145
lassen,28073214,1391.383074511961
lassen,28053608,1593.509370643068
lassen,28051304,1555.403735413059
lassen,29053501,1791.0268666970571
lassen,28042213,1642.752739111884
lassen,28042304,1785.7703668460413
lassen,28052909,1481.022341925061
lassen,28050804,1488.0551232509927
lassen,28041106,1562.3411431004158
lassen,28042707,1575.5525355528307
lassen,29052916,1627.049366684836
lassen,28051834,1724.6020743072875
lassen,28043402,1623.1902079902957
lassen,29043514,1591.5569555388402
lassen,28051009,1672.1006430220616
lassen,28052901,1467.3366944092163
lassen,28050316,1715.03918231853
lassen,28041613,1407.2015930904124
lassen,28042207,1741.0272383882768
lassen,28041410,1706.5306354173404
lassen,29053203,1679.757515050946
lassen,28041006,1647.4877180192855
lassen,28043508,1453.3852139000132
lassen,29053401,1748.2400630896136
lassen,28040210,1660.2120648795446
lassen,28050209,1666.1865453710545
lassen,28063106,1615.5091656887816
lassen,29052506,1640.1459061885719
lassen,28072913,1375.0710165193766
lassen,29043603,1520.0323712453285
lassen,28042106,1359.299984226544
lassen,28042608,1607.7517773779468
lassen,28051208,1741.1232357161525
lassen,29053512,1646.2716208616816
lassen,28062911,1507.7288195967494
lassen,28061611,1761.1764647650796
lassen,28050911,1436.6292901208558
lassen,29053515,1592.2174698996241
lassen,28041015,1669.1365651424633
lassen,28040904,1426.6864829649899
lassen,28040216,1735.3731487084265
lassen,28051402,1649.3414689276005
lassen,29063206,1782.701353262538
lassen,28040902,1570.245162123183
lassen,28040105,1772.4621131936099
lassen,29053316,1666.9357876334818
lassen,28051515,1585.0369372558594
lassen,28053209,1502.4674482421874
lassen,29053204,1654.482191494806
lassen,28051810,1725.9191158244353
lassen,28040231,1759.4863409651637
lassen,28042305,1769.1799059479604
lassen,28042210,1645.5652238207022
lassen,28052516,1507.0190209153347
lassen,28051802,1701.807382471187
lassen,29061816,1607.420389918431
lassen,29053514,1611.7170953488817
lassen,28041108,1634.3668888647762
lassen,28050205,1662.8250873970205
lassen,28053601,1532.9764319367373
lassen,29063511,1473.274630521524
lassen,28043401,1595.3988424984877
lassen,28051107,1654.0408053997223
lassen,28040905,1582.7578840927467
lassen,28041112,1598.2041843240997
lassen,28040808,1442.0377708673477
lassen,28052210,1415.9204974016986
lassen,28042714,1689.8890128257824
lassen,29052504,1639.7705467736187
lassen,29052514,1742.106335957845
lassen,28041409,1666.0533841510335
lassen,29052606,1787.955490052932
lassen,28061108,1441.1192461112817
lassen,28043608,1400.6148834998385
lassen,28042406,1685.9395203368556
lassen,28051510,1615.6974409919217
lassen,28042704,1702.0103102869266
lassen,29052513,1758.589644719684
lassen,28063506,1471.0266857377742
lassen,28043606,1476.0391147895457
lassen,28041002,1627.991068786848
lassen,28050814,1537.0298664734705
lassen,28040416,1491.279171362744
lassen,29061808,1696.2557901657467
lassen,28051312,1582.3870405491775
lassen,28051709,1497.8751497659014
lassen,28053201,1446.4596529636335
lassen,28051309,1618.042116310983
lassen,29053308,1621.302010543703
lassen,28052501,1507.22412641445
lassen,28041209,1779.5165424644797
lassen,28063104,1525.1017271645314
lassen,29042802,1644.4023189345105
lassen,28041509,1723.8368081103215
lassen,28063505,1466.0405344046176
lassen,28042603,1544.7101665104556
lassen,29042216,1469.260757932625
lassen,28042111,1318.4324399059965
lassen,29063314,1580.5239797630368
lassen,29072010,1443.9466396101207
lassen,28051303,1555.4745096790941
lassen,28042701,1498.3568380375082
lassen,28052015,1384.9720446457918
lassen,28060832,1748.5138116580542
lassen,29052716,1783.1644829101563
lassen,28051703,1563.8029481366932
lassen,28073109,1394.305364675311
lassen,29071931,1627.0755497059924
lassen,28061714,1534.463701284267
lassen,29042808,1632.171927567325
lassen,28052105,1428.1353113692176
lassen,29042203,1775.5057968047543
lassen,28043509,1468.1398547543681
lassen,28073133,1424.583631474921
lassen,28042301,1670.890713372878
lassen,28051103,1692.0846121651787
lassen,29062910,1589.994698128304
lassen,28051932,1637.5716265666465
lassen,29042714,1576.7876137008031
lassen,28063102,1524.5398284896626
lassen,29063507,1465.5587114759555
lassen,28042308,1692.7426009296041
lassen,28040309,1592.957952099841
lassen,28052314,1472.3639914938442
lassen,28051512,1460.5143869703766
lassen,28073110,1403.832773542955
lassen,28061614,1652.0867213854601
lassen,28042401,1646.2823748806263
lassen,29052915,1653.476084146155
lassen,28043407,1598.4837420428241
lassen,28062501,1395.04813258768
lassen,28062610,1434.2038479360808
lassen,28052413,1529.7730740031068
lassen,28073114,1416.195819561298
lassen,29063214,1754.7464776081279
lassen,29042616,1621.9715960945368
lassen,28052309,1555.157747954719
lassen,29061705,1726.673354164203
lassen,28042109,1562.907725909614
lassen,28041316,1683.565736710965
lassen,28062304,1651.7154757426697
lassen,28051906,1641.7938868651838
lassen,28053607,1587.8797819215793
lassen,28042412,1637.2015159621922
lassen,28041304,1643.0068759908263
lassen,29062916,1602.774923713665
lassen,28051111,1663.5718640142918
lassen,29042614,1576.2243946576973
lassen,28050307,1675.8733382706162
lassen,28041512,1724.168825845583
lassen,28073216,1419.2321281761792
lassen,28042313,1594.4445160124249
lassen,28040307,1466.36081927077
lassen,28051311,1538.0794066758092
lassen,28062210,1527.8056824275966
lassen,29062814,1673.2884198001232
lassen,28063108,1608.8756839573903
lassen,28051713,1666.408401192157
lassen,28052306,1611.6042219875953
lassen,29071834,1636.5162793512795
lassen,29053310,1660.8385523521358
lassen,28040410,1381.7540589127252
lassen,28073106,1405.135775089264
lassen,28052411,1530.7941228016173
lassen,28041105,1586.1289981360942
lassen,28063007,1495.2318300460988
lassen,28042403,1663.0531724023158
lassen,28050216,1665.3770759863962
lassen,28063033,1495.4705085560754
lassen,28042001,1288.1131521326895
lassen,28062608,1425.7374841332205
lassen,29053307,1654.9470140733936
lassen,28052311,1519.322317611163
lassen,28073111,1405.0941843932776
lassen,29053409,1649.972204620905
lassen,28061315,1389.1374467782937
lassen,29052610,1801.154672121621
lassen,28050803,1528.8619194934347
lassen,28050904,1579.1572973719694
lassen,28052301,1613.2574173395813
lassen,28052614,1485.996342492482
lassen,28041616,1677.8476147943802
lassen,28051410,1655.4669939407972
lassen,28060733,1759.9800391492504
lassen,28063212,1634.2100394197212
lassen,29042211,1610.2215467311576
lassen,28040113,1772.5793286600422
lassen,28063214,1722.0651953009567
lassen,29061809,1612.7051860657318
lassen,28042016,1235.775945959784
lassen,28041103,1571.1940183852294
lassen,29062307,1561.4989433516091
lassen,29063305,1604.6038753571663
lassen,28050907,1574.8580259934474
lassen,28040208,1752.7626211515037
lassen,28062514,1416.41274993499
lassen,28041005,1660.2126806526542
lassen,28052713,1589.5578072960134
lassen,28041603,1744.7443612927723
lassen,28050309,1720.0521977082121
lassen,28050732,1760.129108321555
lassen,29063102,1798.028472512915
lassen,28063008,1504.0185397644789
lassen,28073015,1412.6037272955368
lassen,28043406,1646.5444357844435
lassen,29063209,1686.3651875081507
lassen,28041306,1679.8188556433338
lassen,28040333,1393.4757085519595
lassen,28051404,1672.478619099835
lassen,29052702,1724.5778913312422
lassen,28041404,1662.104297783773
lassen,28051712,1661.5802145674108
lassen,28051711,1631.7476923886747
lassen,28050908,1537.24524662951
lassen,29043612,1726.88136844635
lassen,28051415,1652.450022022185
lassen,28060740,1744.4631223144531
lassen,28050116,1733.009575778886
lassen,28041510,1704.9015657390705
lassen,28061136,1485.1702698329996
lassen,28051401,1615.2318982084298
lassen,29072003,1565.6772914870514
lassen,28042114,1359.08488645195
lassen,28042212,1623.9590575365369
lassen,28041014,1726.4088060367403
lassen,28041604,1730.524900537459
lassen,28050334,1678.607964997691
lassen,28042601,1639.2527192382813
lassen,28043405,1683.9021912232668
lassen,28040310,1572.7757554481177
lassen,28073215,1387.364896753248
lassen,28052803,1502.311638168916
lassen,28040233,1591.1644911393198
lassen,28062402,1390.14678635088
lassen,29043510,1683.2934058112476
lassen,28062312,1565.5608263330553
lassen,28053216,1550.903034806671
lassen,29052906,1718.9553955078125
lassen,29043516,1747.9940364391286
lassen,28051831,1778.0251486501386
lassen,28052816,1556.4374942338645
lassen,28051115,1615.1243805789566
lassen,28050714,1753.2072446709437
lassen,28051001,1692.7840656098865
lassen,26070516,1454.260711362285
lassen,27073612,1639.7964539696077
lassen,27073208,1551.2095004580858
lassen,26070413,1503.3220614760223
lassen,27063501,1351.6267454707875
lassen,26070416,1547.7515054141775
lassen,26070414,1538.4913992277734
lassen,27063602,1372.6691947174459
lassen,27073606,1518.071296239559
lassen,27073213,1401.5232794619967
lassen,26060431,1604.1174581850005
lassen,27073214,1459.172142564602
lassen,27073206,1526.4751675741745
lassen,27073616,1551.064438898994
lassen,26060437,1619.4326163888518
lassen,26070410,1566.8417565936363
lassen,27063502,1350.092012540682
lassen,27073205,1461.967386005013
lassen,27073604,1569.9307770094708
lassen,27073607,1553.782462931089
lassen,26070514,1532.535156189117
lassen,27073211,1480.5053055729893
lassen,26070409,1544.7491166657092
lassen,27073608,1498.08063508609
lassen,27073609,1471.9559659202216
lassen,27073610,1477.732807228226
lassen,27063606,1340.0189133338604
lassen,26070511,1438.9653904575478
lassen,26070412,1512.0579200064783
lassen,27073215,1487.4940083110248
lassen,26070513,1509.9017825690444
lassen,26070415,1544.5408527017414
lassen,27063503,1352.7461524160694
lassen,26070435,1574.2887686662325
lassen,27073615,1524.8569735176382
lassen,26070702,1441.8481891108495
lassen,27073614,1651.5026513099185
lassen,27073207,1553.0339305890911
lassen,27073605,1626.7862981505702
lassen,26070536,1478.01828811018
lassen,27073313,1568.7742025545328
lassen,26060409,1620.1647925648263
lassen,27073101,1462.9718140316816
lassen,27073613,1571.297898945861
lassen,27073602,1590.3734844728037
lassen,27073203,1507.1068351339993
lassen,27073212,1459.9719461375269
lassen,26070437,1579.7105541679803
lassen,26060432,1638.4775165666854
lassen,26070708,1551.8985855921303
lassen,27073201,1566.7659747299078
lassen,27063508,1337.3926658325195
lassen,27063607,1345.6689201167064
lassen,27073204,1462.6988096218372
lassen,26070538,1411.24870813248
lassen,26070438,1563.1806876574628
lassen,27073210,1540.7651912155113
lassen,26070707,1468.2759809884412
lassen,26060436,1623.8824034967731
lassen,26070433,1607.9004629880108
lassen,27073209,1575.2949565977563
lassen,26070434,1522.9899201569733
lassen,27073603,1585.486501634892
lassen,27073202,1567.7560482063218
lassen,27073216,1536.8610296153831
lassen,26070701,1528.4404828838274
lassen,26070411,1580.9864452588695
lassen,26070515,1439.673204566823
lassen,27073611,1571.7618224095088
lassen,26070537,1460.1701891885018
lassen,27073601,1534.4131656556315
lassen,26070510,1422.7658773196433
lassen,26070535,1410.957429292008
lassen,27063601,1379.3699835229108
lassen,26070509,1457.614524142231
lassen,27060904,1670.761414026331
lassen,27070515,1382.93380077341
lassen,27062413,1588.562840203042
lassen,27071604,1375.7050353482239
lassen,27070803,1391.6343494301718
lassen,27072012,1498.5327455018182
lassen,27070315,1393.2927165879562
lassen,27062506,1518.3405860496925
lassen,27060808,1740.5847778020386
lassen,27060110,1446.3100595649707
lassen,27070412,1398.826207098065
lassen,27071815,1395.5279428725426
lassen,27070314,1402.7316902249704
lassen,27072913,1497.5851916032284
lassen,27072914,1551.8182391688154
lassen,27060913,1771.110900849378
lassen,27072006,1561.0553878173828
lassen,27060414,1591.3703846812368
lassen,27072702,1359.3125793610002
lassen,27060810,1762.7130091085257
lassen,27073011,1540.6353908437068
lassen,27072811,1413.5556519775391
lassen,27062501,1495.228052830296
lassen,27040701,1659.5577528277076
lassen,27062210,1564.6971862914552
lassen,27062702,1431.6566669753074
lassen,27072014,1601.8088925628044
lassen,27070513,1391.0942864766935
lassen,27060133,1441.941337631688
lassen,27072108,1396.9088327601337
lassen,27061207,1440.255711618309
lassen,27071907,1414.325021740027
lassen,27070609,1406.1475127323972
lassen,27062313,1567.4799521102177
lassen,27071916,1498.2454326127554
lassen,27062211,1501.6152939751125
lassen,27072215,1393.865052078356
lassen,27071006,1400.0906340722952
lassen,27041811,1442.1639367782805
lassen,27060407,1508.1523327526745
lassen,27062215,1484.8533955127075
lassen,27060902,1567.9596697767497
lassen,27070701,1400.228363938597
lassen,27060802,1811.2589720779022
lassen,27041810,1497.9415717799002
lassen,27040314,1516.2556253578532
lassen,27071914,1473.1270693212523
lassen,27062601,1570.9035394827927
lassen,27062603,1513.3274187011718
lassen,27041832,1571.7954868509312
lassen,27071802,1411.9202584147874
lassen,27070809,1392.3534851376073
lassen,27062314,1611.122652796121
lassen,27072303,1500.1457593994141
lassen,27060131,1419.650892551572
lassen,27071806,1395.2296012806407
lassen,27041831,1536.3350234120203
lassen,27070508,1396.1954222776608
lassen,27060205,1463.7570839572213
lassen,27072102,1399.9577009933537
lassen,27062602,1521.0249873111945
lassen,27062513,1385.2475519024883
lassen,27070511,1396.7356321447946
lassen,27072111,1507.0110952165605
lassen,27060905,1682.7350230692405
lassen,27070808,1396.386008276728
lassen,27060911,1648.2927555466447
lassen,27070607,1422.1721711099533
lassen,27062514,1403.060760142292
lassen,27072903,1586.1428846624976
lassen,27040708,1702.069332468257
lassen,27072902,1648.4164645933492
lassen,27070516,1383.9429205352938
lassen,27040711,1660.436328491211
lassen,27062609,1444.9688947838931
lassen,27041816,1492.7725346650827
lassen,27040316,1458.894669867229
lassen,27063003,1603.599173054062
lassen,27040716,1654.8686752245048
lassen,27062701,1452.2966969626568
lassen,27060408,1479.266065185547
lassen,27073003,1499.4809870615215
lassen,27060410,1531.7691993978026
lassen,27072009,1583.127727843696
lassen,27070532,1394.3949530432067
lassen,27062611,1393.1701705917158
lassen,27070805,1395.2416006644028
lassen,27070313,1410.351009008742
lassen,27040335,1488.4945860977023
lassen,27070914,1378.6048058763167
lassen,27072112,1527.8166469335556
lassen,27032408,1269.0951485579315
lassen,27062507,1539.1100291297548
lassen,27072005,1521.0524622522914
lassen,27062503,1579.2343345546483
lassen,27041801,1646.728170235628
lassen,27070414,1400.0574736576157
lassen,27072011,1571.4783260498048
lassen,27070509,1395.2976106729939
lassen,27060807,1818.7704796050175
lassen,27062604,1476.7980702920738
lassen,27041806,1567.0360828662674
lassen,27060434,1576.7066434124324
lassen,27070616,1398.9689206883975
lassen,27070801,1379.5337552252558
lassen,27072907,1658.87874590966
lassen,27061701,1840.4719550952577
lassen,27062616,1387.2635701807062
lassen,27032602,1112.655352284709
lassen,27070534,1397.0434219407014
lassen,27062214,1448.6813177918386
lassen,27061310,1421.8937524753821
lassen,27062515,1439.5499687928782
lassen,27062414,1530.3764225886418
lassen,27060906,1624.8744845515866
lassen,27071605,1386.0393939126131
lassen,27040309,1395.2432757363936
lassen,27040536,1619.510981442915
lassen,27070512,1398.1179285618364
lassen,27070813,1410.7823959372731
lassen,27032401,1274.504467590332
lassen,27040313,1535.930655846229
lassen,27073002,1512.0214634733964
lassen,27070506,1400.3571550279357
lassen,27070632,1404.5052229353378
lassen,27060409,1497.3839481531452
lassen,27070707,1417.6735696802073
lassen,27072915,1552.3498584254414
lassen,27060914,1742.5616012012592
lassen,27061206,1459.7050773493822
lassen,27073033,1480.0888816206632
lassen,27041814,1363.3357668305637
lassen,27072216,1489.8597607520817
lassen,27061204,1465.0669853367372
lassen,27072212,1322.0705154981802
lassen,27070904,1384.4411244281173
lassen,27072812,1451.9135844726563
lassen,27062516,1400.596286397802
lassen,27072912,1524.2747222410148
lassen,27071514,1413.7729445189811
lassen,27061210,1441.348465212291
lassen,27062316,1598.7528806776327
lassen,27062608,1516.5597116181345
lassen,27060109,1425.4268659931079
lassen,27072013,1546.8963982935445
lassen,27062504,1575.7427410215844
lassen,27072211,1355.2364234787449
lassen,27060412,1609.1555582884228
lassen,27060111,1458.5878788117438
lassen,27040636,1386.9197906317738
lassen,27060903,1613.5519829377495
lassen,27040715,1675.3860136949206
lassen,27060809,1707.3505595737458
lassen,27072909,1507.615022577791
lassen,27071603,1379.871904913057
lassen,27061314,1440.582677871462
lassen,27062207,1598.2854980345385
lassen,27040714,1592.8414940232026
lassen,27062312,1650.0872890679502
lassen,27070310,1375.728749901992
lassen,27063031,1643.3099244157513
lassen,27072904,1560.292396146334
lassen,27062305,1627.1475687255859
lassen,27060801,1736.5273952948414
lassen,27073016,1491.4450129558916
lassen,27040333,1471.8965415128146
lassen,27072806,1481.1921655407782
lassen,27060815,1757.3189257329054
lassen,27062607,1474.046475210635
lassen,27071908,1447.8603996360528
lassen,27062307,1564.341508811302
lassen,27060108,1418.9287681295898
lassen,27071612,1404.423347576711
lassen,27060305,1466.6085289907667
lassen,27062606,1427.3879541064673
lassen,27040538,1682.362061730256
lassen,27041808,1621.630546107199
lassen,27070608,1398.2548439554648
lassen,27071614,1385.5388338314194
lassen,27032415,1177.1922984864018
lassen,27071810,1392.3288898847968
lassen,27072206,1384.2959170583952
lassen,27070732,1430.993614423774
lassen,27070812,1401.8728856810935
lassen,27072910,1606.3337580174575
lassen,27061306,1432.1349314919964
lassen,27040416,1567.9405115012107
lassen,27040415,1563.0682195598324
lassen,27072109,1368.464087463379
lassen,27070815,1390.8734381828272
lassen,27062209,1639.3104774960293
lassen,27072106,1472.650817811721
lassen,27040210,1360.9696744036075
lassen,27072905,1567.4487275681915
lassen,27062505,1483.943373135431
lassen,27040331,1454.716278452932
lassen,27040315,1525.289691622642
lassen,27070913,1382.7871804183683
lassen,27062310,1581.3636456298827
lassen,27062415,1464.1246596034327
lassen,27040734,1528.658257810034
lassen,27070615,1405.5781715770067
lassen,27061304,1456.2816791325242
lassen,27070816,1391.0312853661653
lassen,27070533,1396.6729172641417
lassen,27062610,1423.7542396316567
lassen,27070911,1393.1360361735026
lassen,27072313,1544.4595775388618
lassen,27071915,1464.370207612182
lassen,27040816,1577.881519809846
lassen,27070716,1414.674260730278
lassen,27060516,1702.124818797161
lassen,27061301,1433.6932640340856
lassen,27030115,1680.4748495554306
lassen,27061214,1458.7468881413965
lassen,27070507,1402.581843081283
lassen,27040706,1722.8946936107104
lassen,27072304,1508.7050244016696
lassen,27062511,1461.210217406018
lassen,27061303,1446.0319841014666
lassen,27072016,1625.3937343918203
lassen,27073001,1537.823344504945
lassen,27070912,1386.1286150029077
lassen,27072603,1584.8829260039747
lassen,27060106,1455.8029503173827
lassen,27071909,1466.9068972120099
lassen,27032601,1136.3308806532011
lassen,27061211,1459.229208799256
lassen,27062509,1462.7320866660466
lassen,27061209,1431.754263587457
lassen,27032402,1250.268945300299
lassen,27041807,1556.9922605451013
lassen,27072901,1655.0816750215918
lassen,27072214,1329.6083810605044
lassen,27071807,1396.2130795271037
lassen,27060432,1474.0110535145739
lassen,27040310,1439.663168240698
lassen,27040710,1675.3745972645625
lassen,27073009,1490.207339308849
lassen,27040311,1479.7974878295486
lassen,27031203,1725.0486937784947
lassen,27070807,1393.7954573047834
lassen,27040414,1533.8818263904368
lassen,27072803,1523.6454680448921
lassen,27061208,1433.4493804511949
lassen,27070510,1394.3799290810862
lassen,27070811,1389.177888786174
lassen,27070708,1405.4446622789405
lassen,27061215,1447.242318383837
lassen,27040810,1612.9188017548488
lassen,27061414,1476.88792567296
lassen,27070531,1397.8148024584434
lassen,27070413,1394.4840033041257
lassen,27071701,1382.9249991002189
lassen,27071703,1393.4628671806263
lassen,27070715,1415.5772442808245
lassen,27061216,1432.4771210587012
lassen,27062403,1433.3026210633702
lassen,27040814,1623.9808668155881
lassen,27060912,1669.0912900243022
lassen,27040637,1565.690664761417
lassen,27062410,1440.6639373477142
lassen,27072804,1626.9467316204436
lassen,27072116,1337.0163282378123
lassen,27072113,1592.2983611421594
lassen,27032403,1231.1975045530894
lassen,27061704,1923.4689107248937
lassen,27072701,1430.237322320566
lassen,27060132,1418.824636400517
lassen,27040612,1705.1783722557725
lassen,27062315,1628.2643679122812
lassen,27061308,1424.6708832546253
lassen,27062406,1445.913371951431
lassen,27040535,1677.1458869096477
lassen,27070514,1391.3941133300043
lassen,27062614,1367.3324167415997
lassen,27070634,1416.3073716206684
lassen,27070814,1392.6625717038314
lassen,27070410,1399.7896811856801
lassen,27071902,1406.0895376314734
lassen,27031211,1681.6725151039054
lassen,27062216,1521.5246775512696
lassen,27060406,1563.7570951162133
lassen,27060816,1760.0010214971085
lassen,27071934,1444.7458159621804
lassen,27070606,1424.2000490785256
lassen,27070633,1418.5415067620513
lassen,27040211,1423.8818590722751
lassen,27062615,1369.89827202146
lassen,27032409,1226.6387853214396
lassen,27060416,1524.6300391620007
lassen,27072107,1443.767122372003
lassen,27061703,1888.8627568496506
lassen,27072805,1557.3953249237975
lassen,27062416,1447.8494990861072
lassen,27072202,1460.5606060192754
lassen,27073032,1529.9196865616486
lassen,27070702,1406.30564194317
lassen,27072911,1598.300863932943
lassen,27073008,1514.6333866033426
lassen,27062508,1529.9568612058072
lassen,27060508,1688.7079094947853
lassen,27040731,1725.2788970083132
lassen,27062411,1496.728891049958
lassen,27060134,1468.1789124026384
lassen,27062512,1430.5856369064377
lassen,27041815,1432.0192371685794
lassen,27071613,1424.8887312945199
lassen,27062311,1627.8277497175031
lassen,27072604,1521.6659532671003
lassen,27032407,1206.730312354966
lassen,27061307,1431.042744169603
lassen,27073031,1491.2977005231692
lassen,27040631,1708.0566908514757
lassen,27061504,1610.5198025512695
lassen,27060415,1560.5045149002342
lassen,27071910,1432.3615887334856
lassen,27071606,1377.7896106810113
lassen,27070810,1390.5383421549163
lassen,27062306,1616.9331567382812
lassen,27072201,1484.8486615422423
lassen,27072110,1431.3812523878025
lassen,27062510,1483.4204998594341
lassen,27072210,1399.2741631159088
lassen,27071007,1393.0805314928757
lassen,27072906,1613.0346608169089
lassen,27061515,1466.5077429199218
lassen,27061302,1443.46875391016
lassen,27073010,1509.6793872483697
lassen,27070411,1397.079760827466
lassen,27062502,1508.7443297419716
lassen,27070405,1397.9394954271995
lassen,27031216,1535.8585773139973
lassen,27060107,1427.1733998070395
lassen,27041834,1361.1589635383193
lassen,27070804,1393.8615167467656
lassen,27060509,1695.3856515292202
lassen,27032410,1182.7180072280237
lassen,27041809,1573.4792061548612
lassen,27061309,1421.1485474364504
lassen,27040312,1527.0117640586648
lassen,27060413,1647.6897963186996
lassen,27070505,1411.895665181734
lassen,27032416,1186.182185864221
lassen,27070415,1398.7881751873088
lassen,27071702,1384.8394390232388
lassen,27073007,1509.997902697941
lassen,27071831,1415.1142111367167
lassen,27071611,1382.9969472107782
lassen,27061702,1823.1891239218044
lassen,27072908,1596.687825908747
lassen,27040212,1428.627738668382
lassen,27060411,1566.149387184079
lassen,27071513,1376.2095375257466
lassen,27070802,1391.6211287987032
lassen,27060312,1479.8311666920447
lassen,27060515,1786.8333076808763
lassen,27071704,1398.078873868474
lassen,27063032,1616.8798767760559
lassen,27073006,1545.6716208270523
lassen,27062206,1530.3140923461915
lassen,27070806,1391.9212757188295
lassen,27040809,1599.0493823615873
lassen,27072103,1406.9680123016522
lassen,27040532,1603.4481755847125
lassen,27063006,1663.0177138691765
lassen,27060405,1622.3737233051977
lassen,27041833,1469.9720373833495
lassen,27070631,1394.8778451014048
lassen,27040131,1478.4057523232918
lassen,27040133,1477.9968758616728
lassen,27040134,1459.7932876363539
lassen,27040908,1578.2503704470041
lassen,27040912,1515.876550790588
lassen,27040913,1560.5004814316133
lassen,27041001,1466.022982408947
lassen,27041002,1505.9869656510089
lassen,27041003,1517.660212030474
lassen,27041004,1578.6185129227176
lassen,27041005,1566.8021912751374
lassen,27041006,1490.698973977868
lassen,27041703,1629.2826324997184
lassen,27041704,1648.9880505914034
lassen,27041705,1552.2725139621657
lassen,27041706,1603.81305678208
lassen,27041712,1496.2381007629956
lassen,27041711,1554.1995134171195
lassen,27041931,1301.8172542720297
lassen,27041903,1385.0455010986327
lassen,27041902,1498.5554844176297
lassen,27041932,1326.6322294674644
lassen,27041906,1392.931982522916
lassen,27041907,1467.2233402555214
lassen,27041908,1469.373098629772
lassen,27041901,1511.0078251710413
lassen,27041934,1194.8481965241608
lassen,27041933,1245.5271915651413
lassen,27041911,1291.96941459836
lassen,27041914,1221.8825170001494
lassen,27041910,1342.4185584690929
lassen,27041903,1141.1948486573124
